CustomerID,Attrition_Flag,Customer_Age,Age Category,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Number of Products,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Credit Limit Category,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Utilization ratio category
712506708,Existing Customer,39,35-45,F,3,College,Single,Less than $40K,Blue,25,6,1,2,3920,<5000,2008,1912,0.944,3178,53,0.656,0.512,Good
715699983,Existing Customer,56,>45,M,3,High School,Married,$60K - $80K,Blue,36,5,1,3,9226,5000-10000,1233,7993,1.521,1626,29,1.636,0.134,Exceptional
818942433,Existing Customer,54,>45,F,4,Unknown,Divorced,Less than $40K,Blue,49,6,1,1,9376,5000-10000,1288,8088,0.597,1562,33,0.5,0.137,Exceptional
712459233,Existing Customer,59,>45,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,5,3,3,1944,<5000,1346,598,1.052,1960,57,0.727,0.692,Fair
716545383,Existing Customer,42,35-45,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,1,0,9599,5000-10000,1554,8045,1.087,1154,38,1.235,0.162,Exceptional
721144383,Existing Customer,42,35-45,M,4,Graduate,Married,$60K - $80K,Silver,28,5,1,2,28202,25000-30000,843,27359,0.637,1629,38,0.727,0.03,Exceptional
821837958,Existing Customer,43,35-45,M,3,College,Unknown,$80K - $120K,Blue,39,3,3,1,24850,20000-25000,1662,23188,0.693,1226,25,0.923,0.067,Exceptional
804359133,Existing Customer,55,>45,M,0,High School,Married,$120K +,Blue,49,5,3,3,3805,<5000,2233,1572,1.095,1743,27,0.929,0.587,Good
713308683,Existing Customer,52,>45,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,2,2,2733,<5000,1306,1427,0.791,1139,39,0.444,0.478,Good
788780958,Existing Customer,46,>45,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,6,3,3,12781,10000-15000,1253,11528,0.638,1073,21,0.4,0.098,Exceptional
717354558,Attrited Customer,57,>45,M,2,Uneducated,Married,$120K +,Blue,40,3,3,3,3106,<5000,1120,1986,1.045,683,17,0.7,0.361,Very Good
798473808,Existing Customer,48,>45,M,3,College,Married,$80K - $120K,Blue,42,3,3,0,7477,5000-10000,0,7477,0.511,1159,32,0.684,0,Exceptional
712372158,Existing Customer,45,35-45,M,4,Unknown,Married,$120K +,Blue,33,6,1,3,34516,>30000,2086,32430,0.986,1859,47,0.958,0.06,Exceptional
715192308,Existing Customer,48,>45,M,2,High School,Married,$120K +,Blue,36,6,5,2,29963,25000-30000,2094,27869,0.648,1205,28,0.867,0.07,Exceptional
708813033,Existing Customer,47,>45,M,1,Graduate,Single,$40K - $60K,Blue,36,5,3,0,6509,5000-10000,2033,4476,0.83,1409,37,0.37,0.312,Very Good
714639783,Attrited Customer,42,35-45,M,3,College,Married,$60K - $80K,Blue,34,3,3,3,13450,10000-15000,0,13450,0.742,1000,18,0.059,0,Exceptional
709311633,Existing Customer,41,35-45,M,2,Graduate,Unknown,$60K - $80K,Silver,36,6,2,0,27000,25000-30000,0,27000,0.61,1209,39,0.3,0,Exceptional
709470858,Existing Customer,51,>45,M,4,College,Married,$120K +,Silver,31,5,2,1,34516,>30000,1254,33262,0.869,1366,25,0.786,0.036,Exceptional
717292758,Existing Customer,55,>45,F,2,Graduate,Single,Less than $40K,Blue,47,5,3,2,6347,5000-10000,0,6347,0.466,1161,44,0.375,0,Exceptional
779241783,Existing Customer,67,>45,M,1,Uneducated,Married,$40K - $60K,Blue,49,4,3,2,3106,<5000,1675,1431,0.781,1512,38,0.407,0.539,Good
715205358,Existing Customer,39,35-45,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1,1,2536,<5000,913,1623,1.059,1750,35,1.333,0.36,Very Good
778871508,Existing Customer,54,>45,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,6,3,0,13048,10000-15000,1954,11094,1.139,1170,24,0.846,0.15,Exceptional
779462433,Existing Customer,55,>45,F,2,Unknown,Married,Less than $40K,Blue,37,3,3,1,2453,<5000,968,1485,1.081,2218,50,0.613,0.395,Very Good
710147958,Existing Customer,47,>45,M,3,High School,Married,$40K - $60K,Silver,36,3,2,2,16138,15000-20000,1249,14889,1.01,1198,33,0.833,0.077,Exceptional
709864833,Existing Customer,49,>45,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,3,2,0,8077,5000-10000,1965,6112,0.637,1329,26,0.444,0.243,Very Good
778868958,Attrited Customer,42,35-45,F,2,Graduate,Married,Less than $40K,Blue,23,3,3,3,1929,<5000,1673,256,0.835,857,36,1.118,0.867,Poor
717276708,Existing Customer,57,>45,M,2,Unknown,Single,$80K - $120K,Blue,36,3,3,2,3127,<5000,2517,610,0.589,1470,30,1.143,0.805,Poor
710004933,Existing Customer,44,35-45,M,5,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,8645,5000-10000,1454,7191,0.708,1435,25,1.778,0.168,Exceptional
753606108,Existing Customer,56,>45,M,3,Unknown,Single,$60K - $80K,Blue,49,3,1,3,1438.3,<5000,0,1438.3,0.503,1093,22,0.833,0,Exceptional
710940183,Attrited Customer,49,>45,F,3,Graduate,Married,Less than $40K,Blue,38,6,3,2,2185,<5000,0,2185,0.727,715,20,0.818,0,Exceptional
718927533,Existing Customer,45,35-45,M,3,Graduate,Single,$80K - $120K,Blue,32,5,2,2,24487,20000-25000,2517,21970,0.912,1512,42,0.909,0.103,Exceptional
719337408,Existing Customer,63,>45,M,0,High School,Married,$60K - $80K,Blue,36,6,2,3,2567,<5000,0,2567,1.636,2399,43,0.955,0,Exceptional
772308408,Existing Customer,44,35-45,M,3,Graduate,Single,$80K - $120K,Blue,33,6,3,3,4131,<5000,785,3346,0.543,906,22,1.2,0.19,Exceptional
712981383,Existing Customer,44,35-45,F,4,College,Married,Less than $40K,Silver,37,3,2,2,10790,10000-15000,1930,8860,0.75,1052,16,1.286,0.179,Exceptional
790099758,Existing Customer,40,35-45,M,3,High School,Married,$40K - $60K,Blue,33,4,3,3,6884,5000-10000,1001,5883,0.786,975,11,0.833,0.145,Exceptional
709547658,Attrited Customer,39,35-45,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,3,3,13961,10000-15000,1299,12662,0.842,783,20,0.667,0.093,Exceptional
778770783,Existing Customer,42,35-45,M,4,High School,Married,$80K - $120K,Blue,30,6,1,0,29801,25000-30000,1916,27885,0.781,990,21,0.909,0.064,Exceptional
713134458,Existing Customer,54,>45,M,3,High School,Married,$120K +,Blue,43,4,1,1,13219,10000-15000,0,13219,0.576,1097,24,0.5,0,Exceptional
712159083,Attrited Customer,58,>45,F,4,Unknown,Married,Less than $40K,Blue,46,2,3,3,2536,<5000,0,2536,0.917,901,35,0.522,0,Exceptional
713639958,Existing Customer,46,>45,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9478,5000-10000,820,8658,0.64,1327,41,0.864,0.087,Exceptional
771180033,Existing Customer,47,>45,F,4,Unknown,Divorced,$40K - $60K,Blue,34,6,1,2,3502,<5000,1851,1651,2.023,1814,31,0.722,0.529,Good
717916758,Existing Customer,67,>45,F,0,Unknown,Married,Unknown,Blue,56,4,3,3,10509,10000-15000,2388,8121,0.777,1365,34,1.429,0.227,Very Good
711089733,Existing Customer,50,>45,F,2,College,Divorced,Less than $40K,Blue,36,3,3,0,1491,<5000,0,1491,0.876,1058,34,0.889,0,Exceptional
716988633,Existing Customer,55,>45,M,0,High School,Divorced,$60K - $80K,Blue,46,6,1,2,9734,5000-10000,0,9734,0.785,1476,38,0.9,0,Exceptional
779031033,Existing Customer,46,>45,F,2,Graduate,Married,$40K - $60K,Blue,22,6,1,3,2305,<5000,1627,678,0.747,1230,36,0.565,0.706,Fair
716302383,Existing Customer,47,>45,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,1,3,14241,10000-15000,2081,12160,0.909,1581,44,0.833,0.146,Exceptional
718281408,Existing Customer,36,35-45,F,2,Unknown,Married,$40K - $60K,Blue,25,3,1,2,4789,<5000,1257,3532,1.134,1534,29,0.933,0.262,Very Good
721333233,Existing Customer,40,35-45,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,4,2,3,23138,20000-25000,1727,21411,0.693,1612,39,1.438,0.075,Exceptional
794496033,Existing Customer,57,>45,M,2,Unknown,Single,$80K - $120K,Blue,38,6,1,3,23008,20000-25000,2280,20728,0.674,1302,36,0.636,0.099,Exceptional
710519433,Existing Customer,48,>45,M,1,Unknown,Divorced,$80K - $120K,Blue,36,3,1,0,3131,<5000,2517,614,0.602,1439,40,0.481,0.804,Poor
814995933,Existing Customer,58,>45,F,3,Graduate,Married,Less than $40K,Blue,53,5,3,2,5798,5000-10000,1794,4004,0.564,1724,45,0.452,0.309,Very Good
721469433,Existing Customer,48,>45,M,3,Graduate,Single,$40K - $60K,Blue,36,5,2,3,6880,5000-10000,1390,5490,1.205,1784,35,0.944,0.202,Very Good
788386908,Existing Customer,48,>45,M,3,Graduate,Unknown,$80K - $120K,Platinum,41,3,2,2,34516,>30000,1531,32985,0.862,1156,29,1.071,0.044,Exceptional
717198633,Existing Customer,53,>45,F,2,College,Married,$40K - $60K,Blue,34,6,2,1,2075,<5000,1469,606,1.322,2556,49,1.13,0.708,Fair
767695083,Existing Customer,50,>45,M,2,Graduate,Married,$80K - $120K,Blue,44,3,3,0,4589,<5000,0,4589,0.845,1590,37,0.37,0,Exceptional
711791583,Attrited Customer,52,>45,F,1,Graduate,Single,Less than $40K,Blue,40,1,2,2,2317,<5000,0,2317,1.005,884,19,0.727,0,Exceptional
712315683,Attrited Customer,53,>45,F,2,Uneducated,Single,Less than $40K,Blue,45,1,1,1,1981,<5000,1518,463,1.019,973,25,0.923,0.766,Fair
710038008,Existing Customer,56,>45,F,1,Graduate,Single,$40K - $60K,Blue,47,3,2,1,6038,5000-10000,0,6038,0.741,1447,30,0.875,0,Exceptional
789129033,Existing Customer,44,35-45,M,5,Unknown,Single,$80K - $120K,Blue,32,5,3,2,14910,10000-15000,877,14033,0.772,1150,26,0.625,0.059,Exceptional
718349058,Existing Customer,49,>45,M,3,High School,Married,$80K - $120K,Blue,39,3,3,2,29659,25000-30000,1143,28516,0.512,1193,21,0.615,0.039,Exceptional
789842283,Attrited Customer,54,>45,M,2,Graduate,Married,$60K - $80K,Blue,42,3,3,2,4320,<5000,0,4320,0.967,706,21,0.5,0,Exceptional
714513033,Existing Customer,39,35-45,F,1,Unknown,Single,$40K - $60K,Blue,36,6,1,3,11213,10000-15000,0,11213,0.563,1257,23,0.643,0,Exceptional
714717483,Existing Customer,39,35-45,F,3,Uneducated,Divorced,Unknown,Blue,29,5,1,2,26181,25000-30000,0,26181,0.913,1303,35,0.75,0,Exceptional
714900408,Existing Customer,41,35-45,F,4,High School,Single,Less than $40K,Blue,31,3,1,0,5773,5000-10000,0,5773,0.67,1306,39,0.5,0,Exceptional
719418933,Attrited Customer,53,>45,M,2,Uneducated,Married,$80K - $120K,Blue,36,1,3,3,4503,<5000,0,4503,0.659,748,20,0.429,0,Exceptional
720115683,Existing Customer,47,>45,M,3,Uneducated,Married,$80K - $120K,Blue,36,6,2,2,29770,25000-30000,1565,28205,0.674,1774,42,2,0.053,Exceptional
779504058,Existing Customer,46,>45,F,2,Post-Graduate,Married,Less than $40K,Blue,28,5,1,1,5014,5000-10000,1910,3104,0.863,1209,25,1.5,0.381,Very Good
795979833,Existing Customer,53,>45,F,1,High School,Married,Less than $40K,Blue,47,6,1,2,3445,<5000,1074,2371,0.67,1074,31,0.632,0.312,Very Good
717392358,Existing Customer,60,>45,M,1,Graduate,Married,$80K - $120K,Blue,50,6,2,2,23412,20000-25000,1078,22334,0.79,1786,50,0.786,0.046,Exceptional
718640508,Existing Customer,59,>45,F,0,Graduate,Single,Less than $40K,Blue,46,4,1,2,3044,<5000,1611,1433,0.74,1456,36,0.714,0.529,Good
803366358,Existing Customer,38,35-45,M,1,Unknown,Single,$60K - $80K,Blue,29,5,2,1,14596,10000-15000,2192,12404,0.898,1300,25,1.083,0.15,Exceptional
709230708,Existing Customer,56,>45,M,4,Uneducated,Single,Less than $40K,Blue,36,3,2,2,3864,<5000,1654,2210,0.491,1470,42,0.235,0.428,Good
781794708,Attrited Customer,35,35-45,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,29,2,1,3,17030,15000-20000,1911,15119,0.528,715,25,0.562,0.112,Exceptional
801383808,Existing Customer,50,>45,M,3,Graduate,Single,$60K - $80K,Blue,44,4,2,3,23090,20000-25000,839,22251,1.326,1198,24,1,0.036,Exceptional
710677608,Existing Customer,53,>45,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,2,0,29205,25000-30000,1208,27997,0.957,1556,43,1.048,0.041,Exceptional
708217758,Existing Customer,63,>45,M,2,Graduate,Married,$60K - $80K,Blue,49,5,2,3,14035,10000-15000,2061,11974,2.271,1606,30,1.5,0.147,Exceptional
714272658,Attrited Customer,43,35-45,F,2,Uneducated,Single,Less than $40K,Blue,24,2,3,2,2962,<5000,2517,445,1.046,929,31,0.409,0.85,Poor
717469158,Existing Customer,46,>45,M,2,Unknown,Married,$80K - $120K,Blue,30,6,3,0,18578,15000-20000,1385,17193,0.565,1606,54,0.421,0.075,Exceptional
711864783,Existing Customer,61,>45,M,1,Uneducated,Single,$60K - $80K,Blue,46,5,3,2,2201,<5000,1138,1063,0.675,1199,32,0.6,0.517,Good
719407983,Existing Customer,37,35-45,F,0,Post-Graduate,Married,Less than $40K,Blue,25,4,3,2,2061,<5000,1483,578,1.362,2400,60,0.622,0.72,Fair
710665533,Existing Customer,42,35-45,F,5,Doctorate,Married,Unknown,Blue,23,4,2,2,24602,20000-25000,1660,22942,0.588,1337,44,0.76,0.067,Exceptional
716804283,Existing Customer,41,35-45,M,2,Uneducated,Divorced,$120K +,Blue,29,3,2,2,15911,15000-20000,896,15015,0.954,1270,33,0.833,0.056,Exceptional
767294658,Attrited Customer,56,>45,M,2,College,Single,$120K +,Blue,50,2,2,3,16867,15000-20000,0,16867,0.885,654,14,0.4,0,Exceptional
709122483,Existing Customer,56,>45,M,3,Graduate,Married,$60K - $80K,Blue,37,3,3,0,2783,<5000,1526,1257,0.942,1909,54,0.688,0.548,Good
708241233,Attrited Customer,52,>45,F,3,Post-Graduate,Single,Less than $40K,Blue,47,3,3,2,2972,<5000,0,2972,1.035,922,25,0.562,0,Exceptional
717860358,Existing Customer,40,35-45,F,3,High School,Single,$40K - $60K,Blue,36,5,3,2,5124,5000-10000,2235,2889,0.542,1158,42,0.355,0.436,Good
789337233,Existing Customer,63,>45,M,1,Graduate,Married,$40K - $60K,Blue,53,6,6,2,2880,<5000,2362,518,0.89,1323,26,0.444,0.82,Poor
720902133,Existing Customer,58,>45,M,1,High School,Single,$40K - $60K,Blue,46,4,1,0,5579,5000-10000,0,5579,0.481,1025,35,0.667,0,Exceptional
721043058,Existing Customer,58,>45,M,4,Unknown,Married,$60K - $80K,Blue,44,5,1,3,12010,10000-15000,2149,9861,0.801,1700,35,1.5,0.179,Exceptional
711870333,Existing Customer,46,>45,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,6,3,3,34516,>30000,1597,32919,0.858,1628,51,1.217,0.046,Exceptional
708398283,Existing Customer,37,35-45,F,1,Graduate,Married,$40K - $60K,Blue,29,5,2,2,4394,<5000,885,3509,1.04,1377,32,0.684,0.201,Very Good
715878183,Existing Customer,46,>45,M,4,Graduate,Single,$80K - $120K,Blue,35,4,3,3,18325,15000-20000,723,17602,0.815,1517,33,0.65,0.039,Exceptional
719451483,Existing Customer,46,>45,F,4,Post-Graduate,Married,Less than $40K,Blue,37,5,3,2,3773,<5000,1972,1801,0.783,1528,25,1.083,0.523,Good
709110633,Existing Customer,41,35-45,M,1,Graduate,Single,$80K - $120K,Blue,29,5,1,3,21684,20000-25000,1748,19936,0.715,1329,24,0.6,0.081,Exceptional
721059033,Existing Customer,48,>45,F,3,High School,Divorced,$40K - $60K,Blue,40,4,1,2,1919,<5000,774,1145,0.965,1505,33,0.737,0.403,Good
779912283,Existing Customer,49,>45,F,3,Graduate,Single,$40K - $60K,Blue,33,5,3,2,9995,5000-10000,1713,8282,0.96,1172,38,0.462,0.171,Exceptional
717701733,Existing Customer,44,35-45,M,2,Graduate,Married,$80K - $120K,Blue,35,3,2,2,11910,10000-15000,2098,9812,1.16,1646,39,1.294,0.176,Exceptional
709913733,Existing Customer,39,35-45,F,3,College,Married,Less than $40K,Blue,36,4,2,0,2279,<5000,1529,750,1.26,1693,32,1.286,0.671,Fair
718768158,Existing Customer,57,>45,M,1,College,Single,$40K - $60K,Blue,48,3,1,2,3539,<5000,0,3539,0.781,1336,23,0.211,0,Exceptional
721375308,Existing Customer,48,>45,M,3,High School,Married,$80K - $120K,Blue,36,5,1,3,30579,>30000,1351,29228,0.759,1289,19,0.727,0.044,Exceptional
711374283,Existing Customer,47,>45,M,3,High School,Single,$80K - $120K,Blue,42,4,1,0,24480,20000-25000,1923,22557,0.505,1416,32,0.778,0.079,Exceptional
822893133,Existing Customer,56,>45,F,1,Uneducated,Divorced,Unknown,Blue,52,6,1,2,17561,15000-20000,0,17561,0.94,1608,33,1.2,0,Exceptional
778465533,Existing Customer,54,>45,F,0,College,Married,Less than $40K,Blue,40,3,1,2,1638,<5000,0,1638,0.75,1885,51,0.545,0,Exceptional
712138983,Existing Customer,54,>45,M,1,Graduate,Married,$60K - $80K,Blue,36,3,3,2,2947,<5000,2216,731,0.76,1744,53,0.606,0.752,Fair
716920908,Existing Customer,52,>45,M,4,High School,Married,$80K - $120K,Blue,42,6,1,0,5738,5000-10000,1112,4626,1.519,1922,48,0.655,0.194,Exceptional
708095133,Existing Customer,43,35-45,M,4,Unknown,Unknown,$120K +,Blue,34,5,2,2,33304,>30000,1833,31471,0.428,1448,29,0.381,0.055,Exceptional
711195558,Existing Customer,59,>45,M,1,College,Single,$40K - $60K,Blue,48,6,3,3,7251,5000-10000,1603,5648,0.591,1300,36,0.8,0.221,Very Good
772735758,Existing Customer,44,35-45,M,1,Unknown,Married,Unknown,Blue,34,6,2,0,2885,<5000,1895,990,0.387,1366,31,0.632,0.657,Fair
712024908,Existing Customer,56,>45,F,1,College,Married,Less than $40K,Blue,36,6,2,3,2641,<5000,1257,1384,0.891,1439,39,1.053,0.476,Good
778239933,Existing Customer,45,35-45,F,4,Graduate,Married,Unknown,Blue,35,6,3,0,2801,<5000,2043,758,0.583,1241,46,0.643,0.729,Fair
714893733,Existing Customer,55,>45,M,1,High School,Married,$80K - $120K,Blue,45,3,3,3,16794,15000-20000,809,15985,1.566,1917,33,0.941,0.048,Exceptional
754886958,Existing Customer,48,>45,F,3,College,Divorced,$40K - $60K,Blue,41,4,1,3,9336,5000-10000,1672,7664,0.696,1391,39,0.625,0.179,Exceptional
710104908,Existing Customer,56,>45,F,5,College,Single,Less than $40K,Blue,43,4,1,0,2763,<5000,2517,246,0.938,1246,31,0.824,0.911,Poor
710558883,Existing Customer,41,35-45,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,17391,15000-20000,1044,16347,1.08,1248,27,0.688,0.06,Exceptional
713827383,Existing Customer,65,>45,F,1,High School,Married,Less than $40K,Blue,36,3,2,0,3198,<5000,2493,705,0.665,1936,44,1.316,0.78,Fair
720267033,Existing Customer,34,25-34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,3,3,2,5100,5000-10000,1786,3314,1.06,2375,63,0.575,0.35,Very Good
712049208,Existing Customer,56,>45,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,1,2,3955,<5000,2517,1438,0.484,1238,25,1.083,0.636,Fair
708688608,Existing Customer,62,>45,F,1,High School,Married,Less than $40K,Blue,48,5,3,1,3140,<5000,1985,1155,1.346,1626,41,0.864,0.632,Fair
716223708,Attrited Customer,45,35-45,F,3,Uneducated,Single,Unknown,Blue,36,3,3,3,4028,<5000,710,3318,0.731,791,22,0.833,0.176,Exceptional
713217858,Existing Customer,38,35-45,F,2,Uneducated,Single,Less than $40K,Blue,32,5,3,3,2264,<5000,0,2264,0.479,1204,28,0.333,0,Exceptional
819352983,Existing Customer,49,>45,M,3,Unknown,Unknown,$120K +,Blue,44,5,2,2,21620,20000-25000,2008,19612,0.691,1300,33,0.5,0.093,Exceptional
711019308,Existing Customer,58,>45,M,2,High School,Single,$60K - $80K,Blue,45,3,2,0,6385,5000-10000,1535,4850,1.138,1612,47,0.88,0.24,Very Good
768600558,Existing Customer,41,35-45,F,4,Graduate,Single,$40K - $60K,Blue,31,4,2,3,2375,<5000,1658,717,0.638,1071,28,1,0.698,Fair
710202783,Existing Customer,33,25-34,M,2,Graduate,Married,$60K - $80K,Blue,13,3,3,3,1963,<5000,1721,242,0.68,1378,37,0.762,0.877,Poor
712899333,Existing Customer,47,>45,F,4,College,Single,Less than $40K,Blue,37,6,2,2,4256,<5000,1084,3172,0.63,1100,29,0.381,0.255,Very Good
767036433,Existing Customer,56,>45,F,1,Graduate,Married,Less than $40K,Blue,49,5,1,0,5097,5000-10000,1152,3945,0.94,2052,45,0.607,0.226,Very Good
793473033,Existing Customer,51,>45,M,1,Graduate,Single,$60K - $80K,Blue,45,3,2,3,3228,<5000,2517,711,0.949,1349,33,1.357,0.78,Fair
721232058,Existing Customer,49,>45,M,1,Graduate,Unknown,$40K - $60K,Silver,41,6,1,3,20231,20000-25000,977,19254,0.893,1215,36,0.714,0.048,Exceptional
719443683,Attrited Customer,50,>45,M,1,Unknown,Single,$120K +,Blue,39,3,2,3,27512,25000-30000,2137,25375,1.048,1149,25,0.562,0.078,Exceptional
715449333,Existing Customer,55,>45,F,3,Unknown,Married,$40K - $60K,Blue,47,5,2,0,1929,<5000,1540,389,1.142,2354,50,0.786,0.798,Fair
717998058,Existing Customer,26,25-34,M,0,Graduate,Single,Less than $40K,Blue,13,6,3,2,2585,<5000,2019,566,0.525,2644,40,0.481,0.781,Fair
779610033,Attrited Customer,58,>45,M,1,College,Married,$80K - $120K,Blue,47,3,3,3,12151,10000-15000,1799,10352,1.022,918,14,0.556,0.148,Exceptional
827332983,Existing Customer,46,>45,M,3,High School,Single,$80K - $120K,Gold,42,3,2,2,34516,>30000,2113,32403,0.618,1362,31,1.214,0.061,Exceptional
721183983,Existing Customer,48,>45,M,4,High School,Married,$120K +,Blue,31,6,3,1,34516,>30000,1013,33503,0.575,1222,37,0.85,0.029,Exceptional
718426533,Existing Customer,42,35-45,M,4,Uneducated,Divorced,$60K - $80K,Blue,32,4,1,2,5504,5000-10000,0,5504,0.62,1364,32,0.684,0,Exceptional
710698233,Existing Customer,37,35-45,M,4,Graduate,Married,$80K - $120K,Blue,28,4,1,2,10021,10000-15000,1203,8818,0.93,1463,40,1,0.12,Exceptional
780253533,Existing Customer,63,>45,F,0,Unknown,Married,Less than $40K,Blue,49,5,3,0,3558,<5000,2318,1240,1.265,1631,31,0.824,0.651,Fair
793581933,Existing Customer,50,>45,M,3,High School,Single,$40K - $60K,Silver,44,4,3,4,19853,15000-20000,1513,18340,0.802,1878,55,0.41,0.076,Exceptional
719229708,Existing Customer,41,35-45,F,1,High School,Single,$40K - $60K,Blue,31,6,3,2,4969,<5000,838,4131,0.591,1489,32,0.455,0.169,Exceptional
715158483,Existing Customer,48,>45,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,3117,<5000,1603,1514,1.167,1437,37,0.609,0.514,Good
809296308,Existing Customer,46,>45,M,2,College,Single,$80K - $120K,Blue,41,4,2,0,21526,20000-25000,2332,19194,0.755,1313,37,0.609,0.108,Exceptional
778176108,Existing Customer,61,>45,M,0,High School,Single,$60K - $80K,Blue,51,4,2,2,5504,5000-10000,1412,4092,0.722,1290,38,0.462,0.257,Very Good
796532958,Existing Customer,59,>45,F,0,Unknown,Married,Less than $40K,Blue,53,4,3,2,5512,5000-10000,1124,4388,1.391,1975,49,1.579,0.204,Very Good
709345008,Attrited Customer,53,>45,F,2,Doctorate,Married,Unknown,Blue,39,1,2,3,1438.3,<5000,0,1438.3,0.644,807,22,0.692,0,Exceptional
717049533,Existing Customer,39,35-45,F,3,Doctorate,Unknown,$40K - $60K,Blue,28,5,3,0,7262,5000-10000,1466,5796,0.512,1438,28,0.556,0.202,Very Good
719366358,Existing Customer,51,>45,M,3,High School,Married,$120K +,Blue,40,6,3,2,7319,5000-10000,1692,5627,0.701,1233,29,0.611,0.231,Very Good
721417233,Attrited Customer,45,35-45,M,2,Graduate,Married,$60K - $80K,Blue,25,3,5,3,1438.3,<5000,0,1438.3,0.676,709,27,0.421,0,Exceptional
711622683,Existing Customer,48,>45,M,4,Unknown,Single,$60K - $80K,Blue,30,4,3,3,7712,5000-10000,1387,6325,0.861,1597,39,0.56,0.18,Exceptional
714578283,Existing Customer,47,>45,M,1,Graduate,Married,$60K - $80K,Blue,37,6,3,0,2053,<5000,0,2053,0.865,1283,28,1.154,0,Exceptional
769574883,Existing Customer,41,35-45,M,2,High School,Married,$40K - $60K,Blue,32,3,1,3,12804,10000-15000,2517,10287,0.892,1101,37,0.276,0.197,Exceptional
717643608,Existing Customer,48,>45,M,4,College,Married,$80K - $120K,Blue,36,3,3,2,26443,25000-30000,1601,24842,0.493,1593,36,0.333,0.061,Exceptional
709198158,Existing Customer,50,>45,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,0,3125,<5000,1928,1197,0.412,1631,46,0.533,0.617,Fair
712419708,Existing Customer,56,>45,F,2,Post-Graduate,Married,Less than $40K,Blue,48,6,1,2,4930,<5000,2259,2671,1.134,2194,53,0.606,0.458,Good
709103358,Existing Customer,39,35-45,F,2,College,Single,Less than $40K,Blue,36,6,3,3,9476,5000-10000,0,9476,0.605,1128,27,0.929,0,Exceptional
716966808,Existing Customer,47,>45,M,1,Graduate,Married,$80K - $120K,Blue,37,6,3,3,11722,10000-15000,1667,10055,0.566,1497,35,0.25,0.142,Exceptional
772264383,Existing Customer,44,35-45,M,2,Graduate,Single,$120K +,Blue,33,4,1,3,13301,10000-15000,0,13301,1.058,1385,50,0.515,0,Exceptional
721057758,Existing Customer,61,>45,F,1,Unknown,Married,Unknown,Blue,47,4,2,3,1438.3,<5000,0,1438.3,1.337,1449,27,1.455,0,Exceptional
769137108,Attrited Customer,43,35-45,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,3,1,1438.3,<5000,0,1438.3,1.004,974,28,0.273,0,Exceptional
717640083,Attrited Customer,59,>45,M,1,High School,Married,$60K - $80K,Blue,36,3,2,3,6705,5000-10000,0,6705,0.749,731,18,0.5,0,Exceptional
716445783,Existing Customer,42,35-45,F,2,Uneducated,Married,Unknown,Blue,31,4,2,0,22718,20000-25000,0,22718,0.791,1191,37,1.176,0,Exceptional
708579633,Existing Customer,40,35-45,M,4,Unknown,Divorced,$40K - $60K,Gold,28,4,2,2,23981,20000-25000,1788,22193,0.631,1421,34,0.308,0.075,Exceptional
718715583,Existing Customer,65,>45,M,2,Unknown,Married,Less than $40K,Blue,56,4,2,4,2318,<5000,1010,1308,0.81,1256,35,0.591,0.436,Good
778686408,Existing Customer,48,>45,M,1,College,Married,$60K - $80K,Blue,29,4,3,2,19324,15000-20000,1040,18284,0.904,1744,50,0.852,0.054,Exceptional
715015683,Existing Customer,44,35-45,M,2,Graduate,Single,$40K - $60K,Blue,34,5,3,1,5331,5000-10000,1993,3338,0.777,1766,39,0.625,0.374,Very Good
805254708,Existing Customer,36,35-45,F,4,Unknown,Married,Unknown,Blue,31,5,2,0,15700,15000-20000,1276,14424,1.389,2229,48,0.778,0.081,Exceptional
